#{"t_start": 1651777300.0710192, "env_id": null}
r,l,t
-7236.451692,19968,96.019201
0,10244,141.261055
-1112.136343,18336,223.747282
0,14281,451.881487
15464.656883,15097,518.102876
0,11986,570.625069
0,9418,609.600891
-1181.067797,3143,739.042074
0,21580,843.111037
0,8200,880.340784
-3352.254274,6047,905.915027
0,6128,932.559228
0,28847,1243.187468
0,5660,1268.854382
0,604,1271.288548
0,19152,1362.637527
0,13577,1464.306849
0,3803,1480.203127
0,362,1481.773584
0,4629,1500.990984
0,17350,1579.474917
0,18176,1803.66266
0,8558,1839.858165
0,3986,1856.486251
0,13992,1917.62075
0,13261,1975.116443
0,25757,2247.021693
0,11090,2297.359008
0,2077,2305.96882
0,2233,2314.562785
0,28947,2565.036407
0,5977,2589.655593
0,7875,2624.803004
0,3993,2641.887258
0,2454,2651.632002
0,19793,2847.556248
0,17430,2929.392379
0,24869,3052.395609
0,20358,3300.694657
0,2824,3312.086102
0,17479,3394.121223
0,25954,3663.046713
0,6153,3688.548681
0,3808,3703.888253
-1997.573716,24262,3816.154711
0,21843,4031.894036
0,5428,4054.305935
0,10066,4095.820468
0,3935,4111.11251
0,4292,4128.789301
0,8100,4194.153189
0,16043,4263.195436
0,26184,4384.173026
0,11968,4599.661931
0,4594,4618.920792
0,2512,4628.724484
0,19758,4719.163499
0,10764,4765.567861
0,25806,4932.539152
0,22757,5040.21727
0,27247,5332.016762
0,25183,5450.556182
0,1130,5454.972143
0,23551,5689.951033
0,19299,5777.248375
0,21220,5997.604377
0,19106,6083.357009
0,6939,6112.141485
0,28733,6379.488745
0,14488,6443.558797
0,10835,6489.983354
0,18087,6742.903378
0,22086,6841.513862
