#{"t_start": 1651932114.9300475, "env_id": null}
r,l,t
-92.223269,19968,288.039104
-0.784291,10251,539.733238
-2.016493,24529,940.213469
-2.081246,12611,1290.460113
-1.416145,7805,1425.959465
-0.423337,13766,1634.884005
-1.142457,17794,1929.895561
-0.454776,11945,2080.835658
-1.52826,4573,2163.695446
-0.522042,4251,2257.512541
0.577645,5824,2358.622502
-0.45112,3630,2456.121743
-1.54511,18006,2762.151582
-3.261761,29231,3421.286596
-0.289191,17600,3808.33428
0.177427,2491,3822.152509
-1.969861,22104,4222.22694
0.023518,16663,4521.895405
-0.717487,12040,4757.942682
-1.735491,20395,5127.573503
-0.123826,9324,5261.102763
-1.74123,22205,5688.734971
-0.833925,11614,5892.568645
0.565763,4307,5971.364686
-1.552212,18269,6348.534788
-2.586947,27990,6812.51892
-0.832685,7640,6924.797326
-1.137195,12170,7149.338059
0.343573,4413,7228.535144
-2.04409,26284,7747.149848
-0.1911,17750,8086.540171
-0.810394,3155,8159.827508
-0.394703,599,8162.989105
-2.191073,25957,8683.749947
-0.220723,5722,8774.6041
-2.612049,27399,9342.313637
-1.613562,22125,9741.174868
-0.199202,19843,10095.070486
-0.619363,11027,10299.815458
-0.797019,935,10304.970973
-0.803777,10462,10525.152393
0.429848,6109,10696.560366
-0.514761,16483,10998.455478
-0.13827,6120,11097.893055
-1.421885,26375,11556.154482
-0.166729,6516,11700.36096
-1.381219,23628,12084.305043
-0.933031,9681,12286.693159
-1.491204,15946,12646.707423
2.462006,18911,12936.469142
-0.551872,26032,13409.265896
1.274665,20891,13717.555931
-1.398523,12184,13903.599447
0.205003,837,13908.189868
-0.5289,14283,14162.02465
-0.72176,24280,14600.736188
-1.322284,23183,15090.475833
-1.241252,5412,15175.650385
-1.233721,24735,15664.987485
-1.199802,25416,16149.237381
-0.065202,5541,16256.995807
-1.335375,10684,16439.376312
-1.025376,24832,16907.811382
-0.026836,1162,16914.237536
-2.102602,21939,17404.821468
-1.333731,16023,17645.925565
-0.801383,18801,18005.802257
-0.781189,4437,18101.131293
-0.362308,13272,18270.119797
