#{"t_start": 1651835713.5896528, "env_id": null}
r,l,t
-3887.489073,19968,87.757508
-182.241508,3549,101.399194
-162.881924,5001,117.809197
-136.492019,10994,164.707221
-102.703071,20729,334.926162
-11.110145,17398,403.657637
-9.384002,16917,472.113071
-0.661985,21427,667.513199
-9.500163,10668,707.421045
-11.476949,8923,743.400567
-0.405462,4369,759.408747
-5.120972,18981,945.290345
-9.322797,22799,1042.131653
-1.679203,3533,1056.321792
-12.125223,27474,1284.99204
-9.252705,18499,1360.490394
-1.028142,3205,1373.360377
-9.746249,17801,1591.88366
1.026051,4475,1607.292428
-24.238483,28234,1733.214199
-4.614717,22182,1915.664869
-3.882812,15399,1977.859423
-5.674287,13975,2032.133503
-1.20733,7069,2057.358683
-15.963909,12575,2230.765575
-1.262166,3125,2243.388056
-23.918433,12754,2292.268084
-8.270923,9988,2331.228291
-4.59985,16870,2397.416529
-0.905894,19265,2562.901907
-0.496137,8067,2593.531296
-21.524816,14799,2650.986996
-2.92477,26503,2850.069366
1.523489,21968,2939.875415
0.049567,279,2940.895828
-0.383526,8876,2973.207388
-1.685288,6574,3080.662863
-0.194277,5180,3100.253911
-4.649591,14321,3155.892901
-6.654907,13452,3207.688479
-1.000416,21998,3444.0071
-3.520167,21851,3536.801284
-0.699993,20020,3752.211851
-0.217837,3065,3764.397742
-11.945426,23557,3860.088215
-17.57604,23915,4076.267183
-8.573693,19055,4153.611729
-4.684336,8167,4183.503997
-15.618702,11998,4230.129219
-0.513963,4670,4248.758099
1.238207,25054,4456.775223
-9.150817,23334,4554.280883
-5.92288,7362,4715.504514
-3.713147,27574,4834.630956
0.152383,4259,4850.445082
-7.391423,22346,5035.911275
-2.120506,26479,5150.367192
0.261201,2058,5158.249426
-2.266054,13330,5209.993222
-4.582577,29241,5495.349623
-0.649848,13614,5551.025814
-0.431699,8027,5581.783834
0.993093,25303,5783.626143
0.929194,12117,5830.094936
0.968917,27004,6156.219106
-0.29727,27089,6274.838552
