#{"t_start": 1652788808.504205, "env_id": null}
r,l,t
-3963.313523,19968,88.320556
-220.467356,3549,102.454512
-252.562995,5001,119.415171
-457.939756,10994,162.914162
-250.479479,20729,285.364274
-15.406926,17398,355.683917
-3.647052,16917,425.401845
-20.873092,21427,537.004056
-11.98397,10668,577.096454
-38.018834,8923,612.174237
-0.805001,4369,628.70325
-3.108705,18981,751.78121
-12.520001,22799,849.167204
-28.272914,3533,863.14136
-129.086291,27474,1030.724069
-4.743968,18499,1105.615457
0.299023,3205,1118.131437
-2.618396,17801,1245.731053
-0.480203,4475,1261.779654
-45.243827,28234,1387.896385
-2.388632,22182,1524.527676
-4.907109,15399,1586.364415
-13.776103,13975,1642.721862
-16.75666,7069,1668.770747
-4.530152,12575,1755.451821
-4.426746,2080,1763.355902
-15.643427,21842,1855.355331
-3.351431,9433,1892.210913
-6.732341,12268,1983.476249
-2.139809,16792,2049.97822
-8.221809,8067,2079.71417
-24.052277,14799,2137.265404
0.540796,26503,2293.900512
-3.036385,21968,2387.209944
-1.119742,279,2388.382447
-0.309503,8876,2422.37168
